"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8090","Should Search Notes And Validate Results Count","EDITOR BASIC OPERATIONS","Sun Feb 02 12:32:00 GMT 2025","passed","Sun Feb 02 12:32:09 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","6643","Should Create And Validate Plain Text Note","EDITOR BASIC OPERATIONS","Sun Feb 02 12:31:54 GMT 2025","passed","Sun Feb 02 12:32:00 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","3041","Should Add And Remove Note From Favorites","NOTE MANAGEMENT","Sun Feb 02 12:32:43 GMT 2025","passed","Sun Feb 02 12:32:46 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","3824","Should Move A Note To A Specific Category","CATEGORY FUNCTIONALITY","Sun Feb 02 12:31:48 GMT 2025","passed","Sun Feb 02 12:31:52 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","0","Should Navigate To Source Note By Clicking Reference","Chrome","Sun Feb 02 12:32:43 GMT 2025","skipped","Sun Feb 02 12:32:43 GMT 2025","NOTE BASIC OPERATIONS","e2e/test-note-basic-operations.spec.ts","",""
"","1490","Should Toggle Dark Mode From Footer","SETTINGS FUNCTIONALITY","Sun Feb 02 12:32:54 GMT 2025","passed","Sun Feb 02 12:32:55 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","3315","Should Create Category And Move Note Using Drag And Drop","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 12:32:31 GMT 2025","passed","Sun Feb 02 12:32:34 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","4327","Should Move Multiple Notes To Trash And Empty It","NOTE MANAGEMENT","Sun Feb 02 12:32:49 GMT 2025","passed","Sun Feb 02 12:32:54 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","2839","Should Move Note Using Drag And Drop To Trash And Delete It Permanently","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 12:32:34 GMT 2025","passed","Sun Feb 02 12:32:37 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","3451","Should Paste Note Reference Into Content","NOTE BASIC OPERATIONS","Sun Feb 02 12:32:39 GMT 2025","passed","Sun Feb 02 12:32:43 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","2235","Should Create And Validate Multiple Predefined Categories","CATEGORY FUNCTIONALITY","Sun Feb 02 12:31:46 GMT 2025","passed","Sun Feb 02 12:31:48 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","16784","Should Preview Complex Markdown File","EDITOR MARKDOWN FEATURES","Sun Feb 02 12:32:14 GMT 2025","passed","Sun Feb 02 12:32:31 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","5368","Should Create And Preview Markdown Note","EDITOR MARKDOWN FEATURES","Sun Feb 02 12:32:09 GMT 2025","passed","Sun Feb 02 12:32:14 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","2573","Should Copy Note Reference To Clipboard","NOTE BASIC OPERATIONS","Sun Feb 02 12:32:37 GMT 2025","passed","Sun Feb 02 12:32:39 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","1921","Should Delete An Existing Category","CATEGORY FUNCTIONALITY","Sun Feb 02 12:31:52 GMT 2025","passed","Sun Feb 02 12:31:54 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1715","Should Toggle Dark Mode From Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 12:32:55 GMT 2025","passed","Sun Feb 02 12:32:57 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","3404","Should Move Note To Trash And Restore It","NOTE MANAGEMENT","Sun Feb 02 12:32:46 GMT 2025","passed","Sun Feb 02 12:32:49 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","1885","Should Sync Preview Mode State Between Footer And Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 12:32:57 GMT 2025","passed","Sun Feb 02 12:32:59 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","6144","Should Create And Validate A New Category With Random Name","CATEGORY FUNCTIONALITY","Sun Feb 02 12:31:29 GMT 2025","passed","Sun Feb 02 12:31:35 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","3746","Should Create And Persist Notes And Categories In Both Online And Offline Modes","STORAGE FUNCTIONALITY","Sun Feb 02 12:32:59 GMT 2025","passed","Sun Feb 02 12:33:03 GMT 2025","STORAGE FUNCTIONALITY","Storage","",""
