"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3360","Should Create And Validate A New Category With Random Name","CATEGORY FUNCTIONALITY","Sun Feb 02 11:02:58 GMT 2025","passed","Sun Feb 02 11:03:01 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","0","Should Navigate To Source Note By Clicking Reference","Chrome","Sun Feb 02 11:04:04 GMT 2025","skipped","Sun Feb 02 11:04:04 GMT 2025","NOTE BASIC OPERATIONS","e2e/test-note-basic-operations.spec.ts","",""
"","3235","Should Create Category And Move Note Using Drag And Drop","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 11:03:52 GMT 2025","passed","Sun Feb 02 11:03:55 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","1495","Should Toggle Dark Mode From Footer","SETTINGS FUNCTIONALITY","Sun Feb 02 11:04:15 GMT 2025","passed","Sun Feb 02 11:04:17 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","8102","Should Search Notes And Validate Results Count","EDITOR BASIC OPERATIONS","Sun Feb 02 11:03:22 GMT 2025","passed","Sun Feb 02 11:03:30 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","2935","Should Add And Remove Note From Favorites","NOTE MANAGEMENT","Sun Feb 02 11:04:04 GMT 2025","passed","Sun Feb 02 11:04:07 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","6231","Should Create And Validate Plain Text Note","EDITOR BASIC OPERATIONS","Sun Feb 02 11:03:16 GMT 2025","passed","Sun Feb 02 11:03:22 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","3809","Should Paste Note Reference Into Content","NOTE BASIC OPERATIONS","Sun Feb 02 11:04:01 GMT 2025","passed","Sun Feb 02 11:04:04 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","2785","Should Move Note Using Drag And Drop To Trash And Delete It Permanently","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 11:03:55 GMT 2025","passed","Sun Feb 02 11:03:58 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","3577","Should Move A Note To A Specific Category","CATEGORY FUNCTIONALITY","Sun Feb 02 11:03:10 GMT 2025","passed","Sun Feb 02 11:03:14 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","2473","Should Copy Note Reference To Clipboard","NOTE BASIC OPERATIONS","Sun Feb 02 11:03:58 GMT 2025","passed","Sun Feb 02 11:04:01 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","1819","Should Delete An Existing Category","CATEGORY FUNCTIONALITY","Sun Feb 02 11:03:14 GMT 2025","passed","Sun Feb 02 11:03:16 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","5393","Should Create And Preview Markdown Note","EDITOR MARKDOWN FEATURES","Sun Feb 02 11:03:30 GMT 2025","passed","Sun Feb 02 11:03:35 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","3749","Should Create And Persist Notes And Categories In Both Online And Offline Modes","STORAGE FUNCTIONALITY","Sun Feb 02 11:04:20 GMT 2025","passed","Sun Feb 02 11:04:24 GMT 2025","STORAGE FUNCTIONALITY","Storage","",""
"","3363","Should Move Note To Trash And Restore It","NOTE MANAGEMENT","Sun Feb 02 11:04:07 GMT 2025","passed","Sun Feb 02 11:04:11 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","1673","Should Toggle Dark Mode From Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 11:04:17 GMT 2025","passed","Sun Feb 02 11:04:18 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","4285","Should Move Multiple Notes To Trash And Empty It","NOTE MANAGEMENT","Sun Feb 02 11:04:11 GMT 2025","passed","Sun Feb 02 11:04:15 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","2113","Should Create And Validate Multiple Predefined Categories","CATEGORY FUNCTIONALITY","Sun Feb 02 11:03:08 GMT 2025","passed","Sun Feb 02 11:03:10 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1878","Should Sync Preview Mode State Between Footer And Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 11:04:18 GMT 2025","passed","Sun Feb 02 11:04:20 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","16646","Should Preview Complex Markdown File","EDITOR MARKDOWN FEATURES","Sun Feb 02 11:03:35 GMT 2025","passed","Sun Feb 02 11:03:52 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
