"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7602","Should Search Notes And Validate Results Count","EDITOR BASIC OPERATIONS","Sun Feb 02 13:43:50 GMT 2025","passed","Sun Feb 02 13:43:57 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","2914","Should Create Category And Move Note Using Drag And Drop","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 13:44:07 GMT 2025","passed","Sun Feb 02 13:44:10 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","2875","Should Move Note To Trash And Restore It","NOTE MANAGEMENT","Sun Feb 02 13:44:20 GMT 2025","passed","Sun Feb 02 13:44:23 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","1988","Should Copy Note Reference To Clipboard","NOTE BASIC OPERATIONS","Sun Feb 02 13:44:13 GMT 2025","passed","Sun Feb 02 13:44:15 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","3827","Should Move Multiple Notes To Trash And Empty It","NOTE MANAGEMENT","Sun Feb 02 13:44:23 GMT 2025","passed","Sun Feb 02 13:44:27 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","0","Should Navigate To Source Note By Clicking Reference","Chrome","Sun Feb 02 13:44:18 GMT 2025","skipped","Sun Feb 02 13:44:18 GMT 2025","NOTE BASIC OPERATIONS","e2e/test-note-basic-operations.spec.ts","",""
"","5685","Should Create And Validate Plain Text Note","EDITOR BASIC OPERATIONS","Sun Feb 02 13:43:44 GMT 2025","passed","Sun Feb 02 13:43:50 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","1266","Should Toggle Dark Mode From Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 13:44:28 GMT 2025","passed","Sun Feb 02 13:44:29 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","2914","Should Paste Note Reference Into Content","NOTE BASIC OPERATIONS","Sun Feb 02 13:44:15 GMT 2025","passed","Sun Feb 02 13:44:18 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","1654","Should Create And Validate Multiple Predefined Categories","CATEGORY FUNCTIONALITY","Sun Feb 02 13:43:38 GMT 2025","passed","Sun Feb 02 13:43:39 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","878","Should Preview Complex Markdown File","EDITOR MARKDOWN FEATURES","Sun Feb 02 13:44:06 GMT 2025","failed","Sun Feb 02 13:44:07 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","4898","Should Create And Preview Markdown Note","EDITOR MARKDOWN FEATURES","Sun Feb 02 13:43:57 GMT 2025","passed","Sun Feb 02 13:44:02 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","971","Should Toggle Dark Mode From Footer","SETTINGS FUNCTIONALITY","Sun Feb 02 13:44:27 GMT 2025","passed","Sun Feb 02 13:44:28 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","2364","Should Move Note Using Drag And Drop To Trash And Delete It Permanently","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 13:44:10 GMT 2025","passed","Sun Feb 02 13:44:13 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","3428","Should Move A Note To A Specific Category","CATEGORY FUNCTIONALITY","Sun Feb 02 13:43:39 GMT 2025","passed","Sun Feb 02 13:43:43 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1254","Should Delete An Existing Category","CATEGORY FUNCTIONALITY","Sun Feb 02 13:43:43 GMT 2025","passed","Sun Feb 02 13:43:44 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","2512","Should Add And Remove Note From Favorites","NOTE MANAGEMENT","Sun Feb 02 13:44:18 GMT 2025","passed","Sun Feb 02 13:44:20 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","1393","Should Sync Preview Mode State Between Footer And Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 13:44:29 GMT 2025","passed","Sun Feb 02 13:44:31 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","3300","Should Create And Persist Notes And Categories In Both Online And Offline Modes","STORAGE FUNCTIONALITY","Sun Feb 02 13:44:31 GMT 2025","passed","Sun Feb 02 13:44:34 GMT 2025","STORAGE FUNCTIONALITY","Storage","",""
"","1446","Should Create And Validate A New Category With Random Name","CATEGORY FUNCTIONALITY","Sun Feb 02 13:43:36 GMT 2025","passed","Sun Feb 02 13:43:37 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
