"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2964","Should Move Note To Trash And Restore It","NOTE MANAGEMENT","Sun Feb 02 15:09:41 GMT 2025","passed","Sun Feb 02 15:09:44 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","7680","Should Search Notes And Validate Results Count","EDITOR BASIC OPERATIONS","Sun Feb 02 15:08:59 GMT 2025","passed","Sun Feb 02 15:09:07 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","5765","Should Create And Validate Plain Text Note","EDITOR BASIC OPERATIONS","Sun Feb 02 15:08:53 GMT 2025","passed","Sun Feb 02 15:08:59 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","3189","Should Move A Note To A Specific Category","CATEGORY FUNCTIONALITY","Sun Feb 02 15:08:49 GMT 2025","passed","Sun Feb 02 15:08:52 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1696","Should Create And Validate Multiple Predefined Categories","CATEGORY FUNCTIONALITY","Sun Feb 02 15:08:47 GMT 2025","passed","Sun Feb 02 15:08:49 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1045","Should Toggle Dark Mode From Footer","SETTINGS FUNCTIONALITY","Sun Feb 02 15:09:48 GMT 2025","passed","Sun Feb 02 15:09:49 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","3884","Should Move Multiple Notes To Trash And Empty It","NOTE MANAGEMENT","Sun Feb 02 15:09:44 GMT 2025","passed","Sun Feb 02 15:09:48 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","4968","Should Create And Preview Markdown Note","EDITOR MARKDOWN FEATURES","Sun Feb 02 15:09:07 GMT 2025","passed","Sun Feb 02 15:09:12 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","3339","Should Create And Persist Notes And Categories In Both Online And Offline Modes","STORAGE FUNCTIONALITY","Sun Feb 02 15:09:51 GMT 2025","passed","Sun Feb 02 15:09:55 GMT 2025","STORAGE FUNCTIONALITY","Storage","",""
"","1180","Should Toggle Dark Mode From Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 15:09:49 GMT 2025","passed","Sun Feb 02 15:09:50 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","1270","Should Delete An Existing Category","CATEGORY FUNCTIONALITY","Sun Feb 02 15:08:52 GMT 2025","passed","Sun Feb 02 15:08:53 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","2406","Should Move Note Using Drag And Drop To Trash And Delete It Permanently","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 15:09:31 GMT 2025","passed","Sun Feb 02 15:09:33 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","3256","Should Create And Validate A New Category With Random Name","CATEGORY FUNCTIONALITY","Sun Feb 02 15:08:44 GMT 2025","passed","Sun Feb 02 15:08:47 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","2998","Should Paste Note Reference Into Content","NOTE BASIC OPERATIONS","Sun Feb 02 15:09:35 GMT 2025","passed","Sun Feb 02 15:09:38 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","2473","Should Add And Remove Note From Favorites","NOTE MANAGEMENT","Sun Feb 02 15:09:38 GMT 2025","passed","Sun Feb 02 15:09:41 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","2041","Should Copy Note Reference To Clipboard","NOTE BASIC OPERATIONS","Sun Feb 02 15:09:33 GMT 2025","passed","Sun Feb 02 15:09:35 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","16169","Should Preview Complex Markdown File","EDITOR MARKDOWN FEATURES","Sun Feb 02 15:09:12 GMT 2025","passed","Sun Feb 02 15:09:28 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","1","Should Navigate To Source Note By Clicking Reference","Chrome","Sun Feb 02 15:09:38 GMT 2025","skipped","Sun Feb 02 15:09:38 GMT 2025","NOTE BASIC OPERATIONS","e2e/test-note-basic-operations.spec.ts","",""
"","1447","Should Sync Preview Mode State Between Footer And Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 15:09:50 GMT 2025","passed","Sun Feb 02 15:09:51 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","2782","Should Create Category And Move Note Using Drag And Drop","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 15:09:28 GMT 2025","passed","Sun Feb 02 15:09:31 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
