"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","Should Navigate To Source Note By Clicking Reference","Chrome","Tue Feb 11 07:20:27 GMT 2025","skipped","Tue Feb 11 07:20:27 GMT 2025","NOTE BASIC OPERATIONS","e2e/test-note-basic-operations.spec.ts","",""
"","3325","Should Move A Note To A Specific Category","CATEGORY FUNCTIONALITY","Tue Feb 11 07:19:37 GMT 2025","passed","Tue Feb 11 07:19:40 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","2918","Should Create Category And Move Note Using Drag And Drop","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Tue Feb 11 07:20:17 GMT 2025","passed","Tue Feb 11 07:20:20 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","1316","Should Delete An Existing Category","CATEGORY FUNCTIONALITY","Tue Feb 11 07:19:40 GMT 2025","passed","Tue Feb 11 07:19:42 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","2944","Should Move Note To Trash And Restore It","NOTE MANAGEMENT","Tue Feb 11 07:20:30 GMT 2025","passed","Tue Feb 11 07:20:33 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","1737","Should Create And Validate Multiple Predefined Categories","CATEGORY FUNCTIONALITY","Tue Feb 11 07:19:35 GMT 2025","passed","Tue Feb 11 07:19:37 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1020","Should Toggle Dark Mode From Footer","SETTINGS FUNCTIONALITY","Tue Feb 11 07:20:37 GMT 2025","passed","Tue Feb 11 07:20:38 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","6098","Should Create And Validate Plain Text Note","EDITOR BASIC OPERATIONS","Tue Feb 11 07:19:42 GMT 2025","passed","Tue Feb 11 07:19:48 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","2364","Should Move Note Using Drag And Drop To Trash And Delete It Permanently","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Tue Feb 11 07:20:20 GMT 2025","passed","Tue Feb 11 07:20:22 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","3958","Should Move Multiple Notes To Trash And Empty It","NOTE MANAGEMENT","Tue Feb 11 07:20:33 GMT 2025","passed","Tue Feb 11 07:20:37 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","2529","Should Add And Remove Note From Favorites","NOTE MANAGEMENT","Tue Feb 11 07:20:27 GMT 2025","passed","Tue Feb 11 07:20:30 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","2096","Should Copy Note Reference To Clipboard","NOTE BASIC OPERATIONS","Tue Feb 11 07:20:22 GMT 2025","passed","Tue Feb 11 07:20:24 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","1234","Should Toggle Dark Mode From Settings","SETTINGS FUNCTIONALITY","Tue Feb 11 07:20:38 GMT 2025","passed","Tue Feb 11 07:20:39 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","1460","Should Sync Preview Mode State Between Footer And Settings","SETTINGS FUNCTIONALITY","Tue Feb 11 07:20:39 GMT 2025","passed","Tue Feb 11 07:20:40 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","16292","Should Preview Complex Markdown File","EDITOR MARKDOWN FEATURES","Tue Feb 11 07:20:00 GMT 2025","passed","Tue Feb 11 07:20:17 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","4993","Should Create And Preview Markdown Note","EDITOR MARKDOWN FEATURES","Tue Feb 11 07:19:55 GMT 2025","passed","Tue Feb 11 07:20:00 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","3337","Should Create And Persist Notes And Categories In Both Online And Offline Modes","STORAGE FUNCTIONALITY","Tue Feb 11 07:20:40 GMT 2025","passed","Tue Feb 11 07:20:44 GMT 2025","STORAGE FUNCTIONALITY","Storage","",""
"","6764","Should Create And Validate A New Category With Random Name","CATEGORY FUNCTIONALITY","Tue Feb 11 07:19:15 GMT 2025","passed","Tue Feb 11 07:19:22 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","7623","Should Search Notes And Validate Results Count","EDITOR BASIC OPERATIONS","Tue Feb 11 07:19:48 GMT 2025","passed","Tue Feb 11 07:19:55 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","3004","Should Paste Note Reference Into Content","NOTE BASIC OPERATIONS","Tue Feb 11 07:20:24 GMT 2025","passed","Tue Feb 11 07:20:27 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
