"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3472","Should Move Note To Trash And Restore It","NOTE MANAGEMENT","Sun Feb 02 11:45:15 GMT 2025","passed","Sun Feb 02 11:45:19 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","2876","Should Move Note Using Drag And Drop To Trash And Delete It Permanently","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 11:45:03 GMT 2025","passed","Sun Feb 02 11:45:06 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","0","Should Navigate To Source Note By Clicking Reference","Chrome","Sun Feb 02 11:45:12 GMT 2025","skipped","Sun Feb 02 11:45:12 GMT 2025","NOTE BASIC OPERATIONS","e2e/test-note-basic-operations.spec.ts","",""
"","3477","Should Paste Note Reference Into Content","NOTE BASIC OPERATIONS","Sun Feb 02 11:45:09 GMT 2025","passed","Sun Feb 02 11:45:12 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","3584","Should Move A Note To A Specific Category","CATEGORY FUNCTIONALITY","Sun Feb 02 11:44:18 GMT 2025","passed","Sun Feb 02 11:44:22 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1753","Should Delete An Existing Category","CATEGORY FUNCTIONALITY","Sun Feb 02 11:44:22 GMT 2025","passed","Sun Feb 02 11:44:24 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1554","Should Toggle Dark Mode From Footer","SETTINGS FUNCTIONALITY","Sun Feb 02 11:45:23 GMT 2025","passed","Sun Feb 02 11:45:25 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","3174","Should Create And Validate A New Category With Random Name","CATEGORY FUNCTIONALITY","Sun Feb 02 11:44:12 GMT 2025","passed","Sun Feb 02 11:44:15 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","3058","Should Add And Remove Note From Favorites","NOTE MANAGEMENT","Sun Feb 02 11:45:12 GMT 2025","passed","Sun Feb 02 11:45:15 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","4409","Should Move Multiple Notes To Trash And Empty It","NOTE MANAGEMENT","Sun Feb 02 11:45:19 GMT 2025","passed","Sun Feb 02 11:45:23 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","8072","Should Search Notes And Validate Results Count","EDITOR BASIC OPERATIONS","Sun Feb 02 11:44:30 GMT 2025","passed","Sun Feb 02 11:44:38 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","6183","Should Create And Validate Plain Text Note","EDITOR BASIC OPERATIONS","Sun Feb 02 11:44:24 GMT 2025","passed","Sun Feb 02 11:44:30 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","1907","Should Sync Preview Mode State Between Footer And Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 11:45:26 GMT 2025","passed","Sun Feb 02 11:45:28 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","5416","Should Create And Preview Markdown Note","EDITOR MARKDOWN FEATURES","Sun Feb 02 11:44:38 GMT 2025","passed","Sun Feb 02 11:44:43 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","3862","Should Create And Persist Notes And Categories In Both Online And Offline Modes","STORAGE FUNCTIONALITY","Sun Feb 02 11:45:28 GMT 2025","passed","Sun Feb 02 11:45:32 GMT 2025","STORAGE FUNCTIONALITY","Storage","",""
"","16697","Should Preview Complex Markdown File","EDITOR MARKDOWN FEATURES","Sun Feb 02 11:44:43 GMT 2025","passed","Sun Feb 02 11:45:00 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","2477","Should Copy Note Reference To Clipboard","NOTE BASIC OPERATIONS","Sun Feb 02 11:45:06 GMT 2025","passed","Sun Feb 02 11:45:09 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","1676","Should Toggle Dark Mode From Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 11:45:25 GMT 2025","passed","Sun Feb 02 11:45:26 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","2572","Should Create And Validate Multiple Predefined Categories","CATEGORY FUNCTIONALITY","Sun Feb 02 11:44:16 GMT 2025","passed","Sun Feb 02 11:44:18 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","3319","Should Create Category And Move Note Using Drag And Drop","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 11:45:00 GMT 2025","passed","Sun Feb 02 11:45:03 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
