"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5435","Should Create And Preview Markdown Note","EDITOR MARKDOWN FEATURES","Sun Feb 02 11:33:40 GMT 2025","passed","Sun Feb 02 11:33:46 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","1737","Should Delete An Existing Category","CATEGORY FUNCTIONALITY","Sun Feb 02 11:33:24 GMT 2025","passed","Sun Feb 02 11:33:26 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","4404","Should Move Multiple Notes To Trash And Empty It","NOTE MANAGEMENT","Sun Feb 02 11:34:21 GMT 2025","passed","Sun Feb 02 11:34:26 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","3038","Should Add And Remove Note From Favorites","NOTE MANAGEMENT","Sun Feb 02 11:34:15 GMT 2025","passed","Sun Feb 02 11:34:18 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","1927","Should Sync Preview Mode State Between Footer And Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 11:34:29 GMT 2025","passed","Sun Feb 02 11:34:31 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","2007","Should Create And Validate A New Category With Random Name","CATEGORY FUNCTIONALITY","Sun Feb 02 11:33:16 GMT 2025","passed","Sun Feb 02 11:33:18 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","2511","Should Copy Note Reference To Clipboard","NOTE BASIC OPERATIONS","Sun Feb 02 11:34:09 GMT 2025","passed","Sun Feb 02 11:34:11 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","3462","Should Move Note To Trash And Restore It","NOTE MANAGEMENT","Sun Feb 02 11:34:18 GMT 2025","passed","Sun Feb 02 11:34:21 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","16672","Should Preview Complex Markdown File","EDITOR MARKDOWN FEATURES","Sun Feb 02 11:33:46 GMT 2025","passed","Sun Feb 02 11:34:02 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","3450","Should Paste Note Reference Into Content","NOTE BASIC OPERATIONS","Sun Feb 02 11:34:11 GMT 2025","passed","Sun Feb 02 11:34:15 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","3305","Should Create Category And Move Note Using Drag And Drop","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 11:34:02 GMT 2025","passed","Sun Feb 02 11:34:06 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","2852","Should Move Note Using Drag And Drop To Trash And Delete It Permanently","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 11:34:06 GMT 2025","passed","Sun Feb 02 11:34:09 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","1711","Should Toggle Dark Mode From Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 11:34:27 GMT 2025","passed","Sun Feb 02 11:34:29 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","6390","Should Create And Validate Plain Text Note","EDITOR BASIC OPERATIONS","Sun Feb 02 11:33:26 GMT 2025","passed","Sun Feb 02 11:33:32 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","2211","Should Create And Validate Multiple Predefined Categories","CATEGORY FUNCTIONALITY","Sun Feb 02 11:33:18 GMT 2025","passed","Sun Feb 02 11:33:20 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1484","Should Toggle Dark Mode From Footer","SETTINGS FUNCTIONALITY","Sun Feb 02 11:34:26 GMT 2025","passed","Sun Feb 02 11:34:27 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","8138","Should Search Notes And Validate Results Count","EDITOR BASIC OPERATIONS","Sun Feb 02 11:33:32 GMT 2025","passed","Sun Feb 02 11:33:40 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","3664","Should Move A Note To A Specific Category","CATEGORY FUNCTIONALITY","Sun Feb 02 11:33:20 GMT 2025","passed","Sun Feb 02 11:33:24 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","3847","Should Create And Persist Notes And Categories In Both Online And Offline Modes","STORAGE FUNCTIONALITY","Sun Feb 02 11:34:31 GMT 2025","passed","Sun Feb 02 11:34:35 GMT 2025","STORAGE FUNCTIONALITY","Storage","",""
"","0","Should Navigate To Source Note By Clicking Reference","Chrome","Sun Feb 02 11:34:15 GMT 2025","skipped","Sun Feb 02 11:34:15 GMT 2025","NOTE BASIC OPERATIONS","e2e/test-note-basic-operations.spec.ts","",""
