"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3671","Should Move A Note To A Specific Category","CATEGORY FUNCTIONALITY","Sun Feb 02 11:31:31 GMT 2025","passed","Sun Feb 02 11:31:35 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","5429","Should Create And Preview Markdown Note","EDITOR MARKDOWN FEATURES","Sun Feb 02 11:31:51 GMT 2025","passed","Sun Feb 02 11:31:57 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","3485","Should Paste Note Reference Into Content","NOTE BASIC OPERATIONS","Sun Feb 02 11:32:22 GMT 2025","passed","Sun Feb 02 11:32:26 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","6320","Should Create And Validate Plain Text Note","EDITOR BASIC OPERATIONS","Sun Feb 02 11:31:37 GMT 2025","passed","Sun Feb 02 11:31:43 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","3873","Should Create And Persist Notes And Categories In Both Online And Offline Modes","STORAGE FUNCTIONALITY","Sun Feb 02 11:32:42 GMT 2025","passed","Sun Feb 02 11:32:46 GMT 2025","STORAGE FUNCTIONALITY","Storage","",""
"","2026","Should Create And Validate A New Category With Random Name","CATEGORY FUNCTIONALITY","Sun Feb 02 11:31:27 GMT 2025","passed","Sun Feb 02 11:31:29 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1543","Should Toggle Dark Mode From Footer","SETTINGS FUNCTIONALITY","Sun Feb 02 11:32:36 GMT 2025","passed","Sun Feb 02 11:32:38 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","16665","Should Preview Complex Markdown File","EDITOR MARKDOWN FEATURES","Sun Feb 02 11:31:57 GMT 2025","passed","Sun Feb 02 11:32:13 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","1","Should Navigate To Source Note By Clicking Reference","Chrome","Sun Feb 02 11:32:26 GMT 2025","skipped","Sun Feb 02 11:32:26 GMT 2025","NOTE BASIC OPERATIONS","e2e/test-note-basic-operations.spec.ts","",""
"","1784","Should Delete An Existing Category","CATEGORY FUNCTIONALITY","Sun Feb 02 11:31:35 GMT 2025","passed","Sun Feb 02 11:31:37 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1931","Should Sync Preview Mode State Between Footer And Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 11:32:40 GMT 2025","passed","Sun Feb 02 11:32:42 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","2503","Should Copy Note Reference To Clipboard","NOTE BASIC OPERATIONS","Sun Feb 02 11:32:20 GMT 2025","passed","Sun Feb 02 11:32:22 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","8107","Should Search Notes And Validate Results Count","EDITOR BASIC OPERATIONS","Sun Feb 02 11:31:43 GMT 2025","passed","Sun Feb 02 11:31:51 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","3496","Should Move Note To Trash And Restore It","NOTE MANAGEMENT","Sun Feb 02 11:32:29 GMT 2025","passed","Sun Feb 02 11:32:32 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","4341","Should Move Multiple Notes To Trash And Empty It","NOTE MANAGEMENT","Sun Feb 02 11:32:32 GMT 2025","passed","Sun Feb 02 11:32:36 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","1679","Should Toggle Dark Mode From Settings","SETTINGS FUNCTIONALITY","Sun Feb 02 11:32:38 GMT 2025","passed","Sun Feb 02 11:32:40 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","2284","Should Create And Validate Multiple Predefined Categories","CATEGORY FUNCTIONALITY","Sun Feb 02 11:31:29 GMT 2025","passed","Sun Feb 02 11:31:31 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","3043","Should Add And Remove Note From Favorites","NOTE MANAGEMENT","Sun Feb 02 11:32:26 GMT 2025","passed","Sun Feb 02 11:32:29 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","2837","Should Move Note Using Drag And Drop To Trash And Delete It Permanently","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 11:32:17 GMT 2025","passed","Sun Feb 02 11:32:20 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","3336","Should Create Category And Move Note Using Drag And Drop","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Sun Feb 02 11:32:13 GMT 2025","passed","Sun Feb 02 11:32:17 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
