"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1037","Should Toggle Dark Mode From Footer","SETTINGS FUNCTIONALITY","Tue Feb 11 07:09:16 GMT 2025","passed","Tue Feb 11 07:09:17 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","7678","Should Search Notes And Validate Results Count","EDITOR BASIC OPERATIONS","Tue Feb 11 07:08:27 GMT 2025","passed","Tue Feb 11 07:08:35 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","2925","Should Paste Note Reference Into Content","NOTE BASIC OPERATIONS","Tue Feb 11 07:09:04 GMT 2025","passed","Tue Feb 11 07:09:07 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","16297","Should Preview Complex Markdown File","EDITOR MARKDOWN FEATURES","Tue Feb 11 07:08:40 GMT 2025","passed","Tue Feb 11 07:08:56 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","2088","Should Copy Note Reference To Clipboard","NOTE BASIC OPERATIONS","Tue Feb 11 07:09:02 GMT 2025","passed","Tue Feb 11 07:09:04 GMT 2025","NOTE BASIC OPERATIONS","Notes","",""
"","2809","Should Create Category And Move Note Using Drag And Drop","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Tue Feb 11 07:08:56 GMT 2025","passed","Tue Feb 11 07:08:59 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","2487","Should Add And Remove Note From Favorites","NOTE MANAGEMENT","Tue Feb 11 07:09:07 GMT 2025","passed","Tue Feb 11 07:09:09 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","5675","Should Create And Validate Plain Text Note","EDITOR BASIC OPERATIONS","Tue Feb 11 07:08:22 GMT 2025","passed","Tue Feb 11 07:08:27 GMT 2025","EDITOR BASIC OPERATIONS","Editor","",""
"","3093","Should Move A Note To A Specific Category","CATEGORY FUNCTIONALITY","Tue Feb 11 07:08:17 GMT 2025","passed","Tue Feb 11 07:08:20 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","4431","Should Create And Validate A New Category With Random Name","CATEGORY FUNCTIONALITY","Tue Feb 11 07:08:10 GMT 2025","passed","Tue Feb 11 07:08:15 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1487","Should Sync Preview Mode State Between Footer And Settings","SETTINGS FUNCTIONALITY","Tue Feb 11 07:09:18 GMT 2025","passed","Tue Feb 11 07:09:20 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
"","2913","Should Move Note To Trash And Restore It","NOTE MANAGEMENT","Tue Feb 11 07:09:09 GMT 2025","passed","Tue Feb 11 07:09:12 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","1801","Should Create And Validate Multiple Predefined Categories","CATEGORY FUNCTIONALITY","Tue Feb 11 07:08:15 GMT 2025","passed","Tue Feb 11 07:08:17 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1284","Should Delete An Existing Category","CATEGORY FUNCTIONALITY","Tue Feb 11 07:08:20 GMT 2025","passed","Tue Feb 11 07:08:22 GMT 2025","CATEGORY FUNCTIONALITY","Categories","",""
"","1","Should Navigate To Source Note By Clicking Reference","Chrome","Tue Feb 11 07:09:07 GMT 2025","skipped","Tue Feb 11 07:09:07 GMT 2025","NOTE BASIC OPERATIONS","e2e/test-note-basic-operations.spec.ts","",""
"","3466","Should Create And Persist Notes And Categories In Both Online And Offline Modes","STORAGE FUNCTIONALITY","Tue Feb 11 07:09:20 GMT 2025","passed","Tue Feb 11 07:09:23 GMT 2025","STORAGE FUNCTIONALITY","Storage","",""
"","4045","Should Move Multiple Notes To Trash And Empty It","NOTE MANAGEMENT","Tue Feb 11 07:09:12 GMT 2025","passed","Tue Feb 11 07:09:16 GMT 2025","NOTE MANAGEMENT","Notes","",""
"","2491","Should Move Note Using Drag And Drop To Trash And Delete It Permanently","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Tue Feb 11 07:08:59 GMT 2025","passed","Tue Feb 11 07:09:02 GMT 2025","NAVIGATION AND DRAG-DROP FUNCTIONALITY","Navigation","",""
"","5010","Should Create And Preview Markdown Note","EDITOR MARKDOWN FEATURES","Tue Feb 11 07:08:35 GMT 2025","passed","Tue Feb 11 07:08:40 GMT 2025","EDITOR MARKDOWN FEATURES","Editor","",""
"","1212","Should Toggle Dark Mode From Settings","SETTINGS FUNCTIONALITY","Tue Feb 11 07:09:17 GMT 2025","passed","Tue Feb 11 07:09:18 GMT 2025","SETTINGS FUNCTIONALITY","Settings","",""
